Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
total tours i mode[a108,pt rail],1331.02,1329.81,1322.89,1312,1298.97,1285.83,1268.01,1248.8,1230.7,1217.31,1208.55,1199.23,1190.44,1181.6,1167.11,1153.82,1134.66,1128.3,1109.98,1082.53,1051.33,1021.93,989.951,957.074,922.822,887.663,851.641,814.296,775.68,737.72,706.822
total tours i mode[a109,pt rail],593.526,567.94,548.182,522.407,494.571,468.495,441.602,429.657,425.201,421.361,419.565,418.355,418.906,418.269,414.993,412.502,408.522,406.935,405.13,402.999,401.93,401.117,400.282,399.669,399.474,399.284,399.059,398.74,398.418,398.085,397.755
total tours i mode[a110,pt rail],278.165,271.867,266.425,259.751,252.598,245.341,238.243,229.579,220.159,210.913,203.452,195.02,187.238,180.666,171.202,162.215,152.861,141.246,129.29,121.889,120.419,119.555,119.229,118.94,118.757,118.578,118.386,118.168,117.965,117.773,117.588
total tours i mode[a111,pt rail],479.167,479.698,478.29,472.478,466.343,460.692,454.594,446.596,438.849,432.976,429.095,424.739,415.956,408.735,397.046,385.262,374.4,362.365,350.177,336.658,323.471,310.322,296.977,283.441,269.88,256.075,242.036,227.891,213.34,198.73,185.153
total tours i mode[a112,pt rail],3.78619,3.81484,3.81637,3.821,3.80818,3.78949,3.78245,3.79354,3.82634,3.86584,3.91284,3.95839,4.0039,4.05184,4.17183,4.23241,4.29414,4.33917,4.3575,4.41681,4.47482,4.53426,4.59432,4.65486,4.71553,4.77674,4.8386,4.90131,4.9648,5.02912,5.09431
total tours i mode[a113,pt rail],0.594721,0.58005,0.570605,0.559291,0.545772,0.529988,0.51675,0.500127,0.480215,0.461244,0.444386,0.424053,0.402933,0.383723,0.348318,0.336576,0.310257,0.281684,0.281179,0.286186,0.290877,0.293306,0.294359,0.295426,0.296446,0.297494,0.298538,0.299582,0.300653,0.301749,0.302869
total tours i mode[a114,pt rail],420.795,365.782,277.662,223.7,197.964,193.215,188.755,183.269,178.636,172.904,167.936,161.385,154.035,147.194,135.217,130.276,122.191,113.082,113.061,114.826,116.628,118.442,120.279,122.169,124.075,126,127.948,129.919,131.911,133.923,135.96
total tours i mode[a115,pt rail],2110.08,2038.27,1969.51,1879.57,1780.17,1676.37,1576.43,1471.73,1379.48,1291.38,1210.61,1119.39,1028,939.466,803.657,764.116,674.913,593.826,587.581,596.067,604.377,608.212,608.924,609.656,610.322,610.988,611.661,612.343,613.022,613.694,614.352
total tours i mode[a116,pt rail],500.918,436.764,396.068,351.456,312.517,279.146,265.356,251.61,235.356,218.866,204.272,189.332,172.855,157.83,133.381,123.164,103.697,85.5022,81.4272,79.7551,79.7673,80.1032,80.3347,80.5944,81.0077,81.4277,81.8221,82.1722,82.5302,82.8879,83.2523
total tours i mode[a117,pt rail],842.256,802.793,766.668,724.076,680.533,637.364,593.68,556.674,518.889,481.882,449.463,413.979,379.044,346.347,289.566,267.188,221.431,182.604,182.844,186.003,188.95,191.9,194.89,197.968,201.07,204.207,207.383,210.601,213.855,217.148,220.482
total tours i mode[a118,pt rail],1687.45,1539.61,1423.02,1232.98,999.404,808.014,699.563,580.36,510.229,454.386,424.034,392.593,361.643,333.157,290.387,270.294,237.379,208.513,202.576,200.702,201.388,202.591,203.794,205.01,206.276,207.555,208.817,210.221,211.927,213.628,215.354
total tours i mode[a119,pt rail],382.698,353.835,337.124,308.878,273.214,246.95,225.313,202.332,185.819,175.9,166.883,156.841,147.022,138.186,124.303,117.358,105.638,95.2172,93.1449,92.5815,93.0898,93.8265,94.5021,95.1959,95.9799,96.7748,97.5565,98.3212,99.0987,99.8822,100.675
total tours i mode[a120,pt rail],2184.21,2093.62,2008.47,1886.73,1719.41,1583.18,1461.51,1330.29,1236.71,1186.91,1137.8,1078.04,1019.77,965.177,883.298,836.454,764.306,709.426,693.922,696.788,698.862,705.067,708.141,711.518,715.687,719.95,724.43,729.031,733.894,739.059,744.895
total tours i mode[a121,pt rail],109.824,105.04,101.224,96.8601,92.4253,89.0708,87.2334,83.8338,79.7764,75.8223,72.1123,67.7364,63.2742,59.209,52.5869,49.8422,45.2093,40.3615,40.0534,40.6355,41.2084,41.7819,42.3634,42.9576,43.5599,44.1746,44.8048,45.4535,46.1225,46.8157,47.5406
total tours i mode[a122,pt rail],7829.52,7596.7,7384.56,7176.61,6937.77,6677.63,6441.09,6154.21,5853.89,5578.24,5353.23,5080.99,4795.34,4537.21,4054.99,3890.44,3538.15,3136.99,3128.08,3186.74,3235.39,3282.71,3315.16,3365.3,3414.47,3465.21,3516.3,3567.77,3619.58,3671.73,3724.21
total tours i mode[a123,pt rail],1170.67,1088.25,1059.32,1009.66,931,903.251,877.77,842.015,801.332,763.284,729.063,688.256,647.797,611.463,551.783,528.081,487.08,441.267,439.354,446.063,452.771,459.507,466.315,473.299,480.337,487.443,494.625,501.887,509.223,516.637,524.133
total tours i mode[a124,pt rail],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HH by zone i[a1],1672.82,1697.69,1722.5,1747.22,1771.9,1796.47,1820.91,1845.23,1869.41,1893.43,1917.33,1941.13,1964.86,1988.53,2048.82,2076.54,2104.26,2131.98,2159.7,2187.42,2215.14,2242.86,2270.58,2298.3,2326.02,2353.74,2381.46,2409.18,2436.9,2464.62,2492.34
HH by zone i[a2],381.643,387.317,392.976,398.616,404.247,409.852,415.429,420.976,426.494,431.973,437.426,442.856,448.269,453.669,467.425,473.749,480.073,486.397,492.721,499.045,505.369,511.693,518.017,524.341,530.665,536.989,543.313,549.637,555.961,562.286,568.61
HH by zone i[a3],48.3871,49.1065,49.824,50.5391,51.253,51.9636,52.6707,53.374,54.0736,54.7683,55.4597,56.1481,56.8343,57.5191,59.2631,60.0649,60.8667,61.6685,62.4703,63.2721,64.0739,64.8757,65.6775,66.4793,67.2811,68.0829,68.8847,69.6865,70.4883,71.2901,72.0919
HH by zone i[a4],24563.5,24928.7,25293,25656,26018.4,26188.9,26226.2,26262.7,26299.2,26367,26446.9,26534.6,26628.1,26729.2,26834.3,26945.1,27071,27215.7,27371.7,27537.7,27542.5,27542.5,27542.5,27542.5,27542.5,27542.5,27542.5,27542.5,27542.5,27542.5,27542.5
HH by zone i[a5],6525.7,6622.73,6719.49,6815.93,6912.21,6985.1,7022.27,7058.51,7094.86,7160.38,7236,7317.44,7402.26,7489.46,7574.75,7657.79,7742.65,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98,7786.98
HH by zone i[a6],20543.1,20848.5,21153.2,21456.7,21759.8,21913.5,21950.6,21986.7,22023,22086.6,22158.2,22233,22308.4,22380.1,22443.2,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1,22445.1
HH by zone i[a7],16716.8,16965.4,17213.2,17460.3,17706.9,17841.2,17878.3,17914.5,17950.8,18014.4,18086.2,18161.4,18237.4,18310.1,18374.6,18386,18386,18386,18386,18386,18386,18386,18386,18386,18386,18386,18386,18386,18386,18386,18386
HH by zone i[a8],38284.9,38854.2,39421.9,39987.6,40552.5,40800.3,40837.5,40873.8,40910.3,40978.3,41058.6,41147,41241.3,41343.6,41450.5,41563.8,41693.2,41842.5,42004.2,42177,42192,42192,42192,42192,42192,42192,42192,42192,42192,42192,42192
HH by zone i[a9],13441.6,13641.4,13840.8,14039.4,14237.7,14356,14393.1,14429.3,14465.7,14530.7,14605,14684.2,14765.7,14846.9,14923.2,14993.2,15019,15019,15019,15019,15019,15019,15019,15019,15019,15019,15019,15019,15019,15019,15019
HH by zone i[a10],8651.05,8779.67,8907.96,9035.8,9163.44,9251.44,9288.47,9324.57,9360.82,9421.99,9488.71,9555.99,9620.71,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57,9630.57
HH by zone i[a11],21020.1,21332.6,21644.3,21954.9,22265.1,22419.5,22456.6,22492.8,22529.2,22594.6,22669.7,22750.1,22833.3,22917.3,22997.5,23073.1,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5,23136.5
HH by zone i[a12],15203.2,15429.3,15654.7,15879.4,16103.7,16216.6,16253.6,16289.7,16325.9,16390.9,16465.6,16545.5,16628.2,16712.1,16792.8,16869.7,16945.9,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4,16957.4
HH by zone i[a13],17080.5,17334.5,17587.8,17840.2,18092.2,18215.9,18253,18289.2,18325.5,18391.8,18469.1,18552.9,18641,18733.4,18825.9,18919.1,19018.7,19124,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8,19163.8
HH by zone i[a14],30334.8,30785.8,31235.6,31683.9,32131.5,32325.2,32362.3,32398.4,32434.7,32500.9,32577.9,32661.2,32748.5,32839.4,32930,33020.3,33115.9,33215.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6,33238.6
HH by zone i[a15],14014.1,14222.5,14430.3,14637.4,14844.1,14960.5,14997.5,15033.6,15070,15134.1,15206.8,15283.4,15361.2,15436.6,15504.6,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8,15533.8
HH by zone i[a16],10862.2,11023.7,11184.8,11345.3,11505.6,11609.6,11646.7,11682.8,11719,11783.9,11858.3,11937.8,12019.8,12102.2,12180.5,12253.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7,12303.7
HH by zone i[a17],23216.4,23561.6,23905.9,24248.9,24591.5,24757.8,24794.8,24830.9,24867.3,24933.6,25010.9,25094.8,25183,25275.6,25368.8,25463,25564.5,25673,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7,25735.7
HH by zone i[a18],14257.5,14469.5,14680.9,14891.6,15102,15197.9,15235,15271.1,15307.3,15372.5,15447.7,15528.4,15612.3,15698.1,15781.6,15862.5,15944.6,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4,15984.4
HH by zone i[a19],22538.6,22873.7,23207.9,23541,23873.5,24030,24067.1,24103.2,24139.6,24206.8,24285.8,24372.4,24464.2,24562.5,24663.7,24768.9,24886.2,25017.3,25153.6,25197,25197,25197,25197,25197,25197,25197,25197,25197,25197,25197,25197
HH by zone i[a20],8625.39,8753.64,8881.54,9009,9136.26,9221.79,9258.89,9295.06,9331.38,9396.46,9471.18,9551.15,9633.86,9717.47,9797.46,9872.94,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74,9935.74
HH by zone i[a21],28619.6,29045.1,29469.5,29892.4,30314.7,30509,30546,30582.2,30618.5,30684.8,30762,30845.7,30933.5,31025.5,31117.7,31210.3,31309.4,31414.1,31457,31457,31457,31457,31457,31457,31457,31457,31457,31457,31457,31457,31457
HH by zone i[a22],32452.2,32934.7,33416,33895.5,34374.3,34570.6,34607.8,34644,34680.4,34749,34830.8,34921.8,35019.7,35128.5,35245.5,35373.7,35526.6,35712.6,35927.4,36176.9,36471.7,36778.6,36778.6,36778.6,36778.6,36778.6,36778.6,36778.6,36778.6,36778.6,36778.6
HH by zone i[a23],67152.2,68150.6,69146.4,70138.7,71129.5,71534.6,71571.7,71607.9,71644.3,71712.8,71794.4,71885,71982.3,72090.1,72205.2,72330.6,72478.8,72657.3,72861.1,73094.4,73364.2,73515.6,73515.6,73515.6,73515.6,73515.6,73515.6,73515.6,73515.6,73515.6,73515.6
HH by zone i[a24],34130.9,34638.4,35144.5,35648.9,36152.5,36375.3,36412.4,36448.5,36484.8,36551.2,36628.5,36712.4,36800.6,36893,36985.6,37078.8,37178.7,37284.4,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8,37328.8
HH by zone i[a25],34975.1,35495.2,36013.8,36530.6,37046.7,37274.5,37311.7,37347.8,37384.2,37452.5,37533.5,37623.2,37719.4,37825.3,37938,38060.1,38203.6,38374.9,38568.6,38787.6,39036.3,39082.6,39082.6,39082.6,39082.6,39082.6,39082.6,39082.6,39082.6,39082.6,39082.6
HH by zone i[a26],20090.2,20388.9,20686.9,20983.7,21280.2,21427.6,21464.6,21500.7,21537,21603.1,21679.9,21763,21850.1,21940.9,22031.3,22121.7,22217.5,22317.6,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3,22340.3
HH by zone i[a27],25094,25467.1,25839.2,26210.1,26580.3,26754.4,26791.5,26827.6,26864,26932.5,27013.8,27104,27201,27308.4,27423.2,27548.4,27696.7,27875.6,28080.4,28315.4,28588.2,28748.8,28748.8,28748.8,28748.8,28748.8,28748.8,28748.8,28748.8,28748.8,28748.8
HH by zone i[a28],12368.3,12552.2,12735.6,12918.4,13100.9,13209.7,13246.7,13282.8,13319.1,13384.5,13459.8,13540.7,13624.6,13710.2,13793.3,13873.3,13953.9,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8,13982.8
HH by zone i[a29],24551.3,24916.3,25280.4,25643.2,26005.5,26175.7,26212.6,26248.6,26284.7,26344.3,26408,26470.6,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7,26501.7
HH by zone i[a30],7205.74,7312.87,7419.73,7526.21,7632.52,7712.13,7748.94,7784.69,7820.46,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09,7835.09
HH by zone i[a31],14272.9,14485.1,14696.8,14907.7,15118.3,15234.3,15271.2,15307.2,15343.3,15401.4,15462.1,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7,15515.7
HH by zone i[a32],11480.8,11651.5,11821.7,11991.4,12160.8,12262.2,12299.2,12335.3,12371.6,12436.1,12509.8,12588.1,12668.3,12748.1,12822.7,12891,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4,12915.4
HH by zone i[a33],19249.6,19535.8,19821.2,20105.7,20389.7,20533,20570,20606.1,20642.4,20707.2,20781.2,20860,20941.1,21022,21098.4,21169.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2,21210.2
HH by zone i[a34],24535.1,24899.9,25263.7,25626.3,25988.3,26158.5,26195.5,26231.6,26267.9,26332.9,26407.4,26487,26569.1,26651.8,26730.7,26804.9,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7,26869.7
HH by zone i[a35],28240.3,28660.1,29078.9,29496.2,29912.9,30102.6,30139.7,30175.8,30212.1,30278.3,30355.3,30438.7,30526.1,30617.6,30709,30800.8,30898.7,31001.9,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8,31040.8
HH by zone i[a36],14103.6,14313.3,14522.4,14730.8,14938.9,15054,15090.9,15127,15163.2,15225.6,15294.8,15366.2,15436.7,15501.2,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513,15513
HH by zone i[a37],35388.1,35914.2,36439,36961.9,37484.1,37711.5,37748.6,37784.7,37821.1,37889.1,37969.8,38058.9,38154.4,38259.3,38370.4,38490.3,38630.6,38797.2,38984.4,39194.4,39430.1,39432.3,39432.3,39432.3,39432.3,39432.3,39432.3,39432.3,39432.3,39432.3,39432.3
HH by zone i[a38],21181,21495.9,21810,22123,22435.5,22588.4,22625.3,22661.4,22697.6,22759.3,22827.2,22896.4,22964,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8,23007.8
HH by zone i[a39],23286.4,23632.6,23977.9,24322.1,24665.6,24835.8,24872.8,24908.9,24945.2,25011.7,25089.2,25173.3,25261.9,25355.1,25449,25544.2,25647.2,25757.8,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4,25830.4
HH by zone i[a40],26588,26983.3,27377.6,27770.5,28162.8,28349.4,28386.5,28422.7,28459,28526.8,28606.7,28694.7,28788.5,28890.6,28997.4,29111.2,29241.9,29394,29560.4,29741.1,29807.9,29807.9,29807.9,29807.9,29807.9,29807.9,29807.9,29807.9,29807.9,29807.9,29807.9
HH by zone i[a41],28275.4,28695.8,29115.1,29532.9,29950.1,30150.8,30187.9,30224,30260.4,30328.7,30410,30500.1,30597,30704.1,30818.8,30943.8,31091.8,31270.4,31474.7,31709.3,31981.7,32144,32144,32144,32144,32144,32144,32144,32144,32144,32144
HH by zone i[a42],29352.8,29789.2,30224.5,30658.3,31091.3,31291.2,31328.2,31364.2,31400.5,31464.1,31536,31611.4,31687.7,31761.2,31827,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8,31851.8
HH by zone i[a43],36673.3,37218.5,37762.3,38304.3,38845.4,39082.7,39119.6,39155.8,39192.1,39259.6,39339.1,39426.5,39519.5,39620.3,39725.3,39836.4,39963.3,40109.6,40268.2,40437.9,40461.4,40461.4,40461.4,40461.4,40461.4,40461.4,40461.4,40461.4,40461.4,40461.4,40461.4
HH by zone i[a44],9557.42,9699.52,9841.24,9982.48,10123.5,10215.8,10252.8,10288.8,10325.1,10388.6,10460.2,10535.1,10610.8,10683.2,10747.6,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4,10760.4
HH by zone i[a45],27212.8,27617.4,28020.9,28423,28824.5,29009.1,29046.1,29082.2,29118.4,29182.4,29255,29331.4,29409.1,29484.7,29553.3,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5,29595.5
HH by zone i[a46],19340.5,19628,19914.8,20200.6,20486,20628.9,20665.9,20702,20738.4,20805.9,20885.3,20972.5,21065.3,21165.6,21269.7,21379.5,21504.3,21647.2,21800.8,21951.7,21951.7,21951.7,21951.7,21951.7,21951.7,21951.7,21951.7,21951.7,21951.7,21951.7,21951.7
HH by zone i[a47],5037.07,5111.96,5186.66,5261.09,5335.41,5402.47,5439.47,5475.61,5511.98,5578.43,5655.84,5739.96,5828.42,5921.39,6014.92,6109.48,6211.29,6319.92,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53,6365.53
HH by zone i[a48],18145,18414.8,18683.9,18952,19219.7,19356.4,19393.3,19429.3,19465.4,19523,19582.6,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7,19622.7
HH by zone i[a49],23245.7,23591.3,23936,24279.6,24622.5,24789.1,24826.2,24862.3,24898.7,24966.7,25047.1,25135.9,25230.9,25334.9,25444.6,25562.5,25699.6,25861.4,26041.6,26241.6,26406.7,26406.7,26406.7,26406.7,26406.7,26406.7,26406.7,26406.7,26406.7,26406.7,26406.7
HH by zone i[a50],20075.3,20373.8,20671.5,20968.1,21264.3,21410.7,21447.6,21483.7,21519.9,21581.9,21650.3,21720.4,21789,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3,21841.3
HH by zone i[a51],7707.43,7822.02,7936.31,8050.21,8163.93,8251.83,8288.83,8324.99,8361.38,8429.14,8509.18,8597.38,8691.55,8794.12,8901.76,9016.57,9148.95,9303.48,9473.33,9658.34,9716.95,9716.95,9716.95,9716.95,9716.95,9716.95,9716.95,9716.95,9716.95,9716.95,9716.95
HH by zone i[a52],30589.1,31043.9,31497.5,31949.5,32400.8,32600.5,32637.5,32673.6,32710,32776.9,32855.4,32941,33031.6,33128.1,33226.9,33328.8,33441.8,33567.1,33696.3,33727.7,33727.7,33727.7,33727.7,33727.7,33727.7,33727.7,33727.7,33727.7,33727.7,33727.7,33727.7
HH by zone i[a53],20296,20597.7,20898.7,21198.6,21498.1,21642.4,21679.4,21715.5,21751.9,21820.1,21900.9,21990.3,22086.1,22191.3,22303,22423.7,22564.9,22733,22922.2,23134.9,23374.2,23377.4,23377.4,23377.4,23377.4,23377.4,23377.4,23377.4,23377.4,23377.4,23377.4
HH by zone i[a54],11842.7,12018.8,12194.4,12369.4,12544.1,12646.1,12683.1,12719.1,12755.4,12817.4,12886,12956.2,13025.1,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4,13079.4
HH by zone i[a55],399.762,405.706,411.634,417.541,423.439,429.31,435.152,440.963,446.743,452.482,458.194,463.882,469.551,475.208,489.616,496.241,502.865,509.489,516.114,522.738,529.362,535.986,542.611,549.235,555.859,562.484,569.108,575.732,582.357,588.981,595.605
HH by zone i[a56],3177.15,3224.39,3271.5,3318.45,3365.33,3411.99,3458.41,3504.6,3550.53,3596.15,3641.54,3686.75,3731.8,3776.77,3891.28,3943.93,3996.57,4049.22,4101.87,4154.51,4207.16,4259.81,4312.46,4365.1,4417.75,4470.4,4523.05,4575.69,4628.34,4680.99,4733.63
HH by zone i[a57],12038.8,12217.8,12396.3,12574.2,12751.8,12856.2,12893.1,12929.2,12965.4,13027.7,13096.8,13167.8,13237.9,13301.6,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4,13307.4
HH by zone i[a58],615.048,624.192,633.313,642.401,651.476,660.509,669.496,678.436,687.329,696.159,704.947,713.698,722.42,731.124,753.292,763.484,773.675,783.867,794.059,804.25,814.442,824.634,834.826,845.017,855.209,865.401,875.592,885.784,895.976,906.168,916.359
HH by zone i[a59],1174.57,1192.04,1209.45,1226.81,1244.14,1261.39,1278.55,1295.63,1312.61,1329.47,1346.26,1362.97,1379.62,1396.25,1438.58,1458.04,1477.51,1496.97,1516.43,1535.9,1555.36,1574.82,1594.29,1613.75,1633.21,1652.68,1672.14,1691.6,1711.07,1730.53,1749.99
HH by zone i[a60],15750.6,15984.8,16218.4,16451.1,16683.5,16808,16845,16881.2,16917.5,16984.9,17064.3,17151.4,17244.1,17344.3,17448.4,17558.2,17683.2,17826.5,17980.8,18136.6,18136.6,18136.6,18136.6,18136.6,18136.6,18136.6,18136.6,18136.6,18136.6,18136.6,18136.6
HH by zone i[a61],16798.5,17048.3,17297.4,17545.6,17793.5,17925.9,17962.8,17998.6,18034.5,18086.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6,18093.6
HH by zone i[a62],28274.5,28694.9,29114.2,29532,29949.2,30145.9,30183,30219.1,30255.5,30323.1,30402.8,30490.5,30584,30685.4,30791.4,30903.9,31032.8,31182,31344.5,31519.5,31560,31560,31560,31560,31560,31560,31560,31560,31560,31560,31560
HH by zone i[a63],8564.89,8692.24,8819.24,8945.81,9072.18,9157.29,9194.29,9230.43,9266.81,9333.93,9412.7,9498.93,9590.33,9688.22,9788.96,9893.83,10011.2,10143,10281.1,10338.6,10338.6,10338.6,10338.6,10338.6,10338.6,10338.6,10338.6,10338.6,10338.6,10338.6,10338.6
HH by zone i[a64],34396.9,34908.3,35418.4,35926.7,36434.2,36663.3,36700.5,36736.6,36773.1,36842.4,36925.6,37018.7,37119.7,37233.9,37359.1,37499.6,37671.5,37887.2,38145.5,38459.2,38853.1,39373.5,40019.8,40438.5,40438.5,40438.5,40438.5,40438.5,40438.5,40438.5,40438.5
HH by zone i[a65],21656.2,21978.2,22299.3,22619.3,22938.9,23099.6,23136.7,23172.9,23209.3,23278.6,23361.6,23454.5,23555.2,23669,23793.4,23932.7,24102.9,24315.9,24570.2,24878.1,25262.9,25767.9,26388.7,26612.4,26612.4,26612.4,26612.4,26612.4,26612.4,26612.4,26612.4
HH by zone i[a66],47673.2,48382,49088.9,49793.4,50496.8,50790.6,50827.8,50864.1,50900.6,50970,51053.3,51146.5,51247.8,51362.5,51488.3,51629.6,51802.7,52020.2,52281.1,52598.5,52998.2,53528.4,54190.3,54742.5,54742.5,54742.5,54742.5,54742.5,54742.5,54742.5,54742.5
