Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
total tours i mode[a23,pt rail],28429.5,28447.6,28095.3,27571.9,27044.1,26436.8,26060.7,25802.7,25555.7,25401,25312,25176.7,25036.9,24949.3,24797.8,24642.7,24514.1,24355.1,24190.9,23974.5,23725.7,23504.5,23229.4,22916.2,22579.9,22234,21872.3,21484,21063.2,20621.7,20157.4
total tours i mode[a24,pt rail],17128,17116.3,16983,16729.9,16453.2,16106.5,15680.8,15207.8,14791.9,14391.9,14035.8,13677,13341.1,12991.6,12588.3,12223.7,11814.3,11544.6,11373.6,11184.9,10965.2,10729.3,10484.7,10229.9,9963.53,9685.37,9396.12,9095.51,8781.44,8451.16,8105.74
total tours i mode[a25,pt rail],14637.1,14620.3,14487.9,14275.3,14052.6,13740.7,13377.8,12981,12614.2,12254.9,11940.9,11625.6,11323,11007.3,10634.7,10295.9,9907.27,9567.69,9224.37,8932.39,8569.8,8223.66,7814.9,7412.3,6992.55,6555.9,6118.41,5681.32,5229.23,4755.43,4266.4
total tours i mode[a26,pt rail],3821.02,3767.62,3720.06,3634.35,3540.65,3437.99,3325.77,3205.82,3082.47,2959.49,2851.14,2738.22,2625.96,2517.44,2383.48,2271.6,2169.01,2051.8,1941.81,1809.14,1682.13,1550.18,1450.29,1417.9,1395.02,1388.28,1381.05,1372.84,1364.36,1355.56,1346.58
total tours i mode[a27,pt rail],8860.84,8905.56,8869.26,8801.22,8731.23,8612.32,8467.19,8323.12,8206.31,8101.13,8018.54,7938.16,7857.86,7779.06,7682.12,7599.63,7498.42,7426.1,7354.58,7294.02,7217.37,7119.16,6968.03,6818.64,6676.89,6519.65,6355.26,6184.17,6007.56,5822.55,5629.13
total tours i mode[a28,pt rail],3734.6,3739.99,3733.34,3714.54,3694.37,3656.17,3603.98,3547.01,3493.53,3448.94,3414.41,3378.44,3343.63,3310.82,3265.21,3228.53,3170.32,3117.14,3051.65,2983.21,2915.59,2845.5,2773.43,2699.38,2622.62,2543.51,2461.69,2376.85,2289.32,2198.83,2105.36
total tours i mode[a29,pt rail],6284.86,6314.17,6312.37,6286.7,6258.04,6192.02,6103.64,6011.3,5936.21,5873.63,5832.27,5777.06,5721.76,5658.6,5578.29,5508.09,5428.27,5359.66,5287.71,5210.61,5136.42,5060.2,4978.82,4894.98,4809.91,4721.76,4630.49,4535.33,4436.56,4334.91,4229.57
total tours i mode[a30,pt rail],3823.3,3824.28,3810.89,3789.86,3762.98,3730.69,3688.87,3639.94,3593.87,3546.76,3497.77,3443.99,3392.2,3341.42,3277.76,3219.81,3156.44,3097.84,3036.94,2972.88,2909.16,2843.2,2774.49,2704.52,2633.38,2559.74,2483.45,2404.34,2322.63,2237.92,2150.34
total tours i mode[a31,pt rail],6029.31,6005.63,5971.1,5913.74,5842.15,5755.88,5650.85,5534.45,5423.56,5328.23,5248.13,5147.66,5043.03,4935.21,4798.42,4674.02,4539.28,4413.28,4282.12,4144.89,4008.08,3867.46,3720.55,3569.59,3414.9,3255.13,3090.52,2946.63,2806.39,2659.53,2612.56
total tours i mode[a32,pt rail],3668.6,3675.15,3666.83,3648.81,3628.3,3587.21,3532.09,3471.25,3412.43,3362.2,3322.44,3279,3236.5,3195.35,3142.34,3085.24,3016.87,2945.87,2871.15,2793.3,2715.29,2635.17,2551.3,2465.4,2377.56,2287,2193.4,2114.45,2038.19,1957.3,1873.35
total tours i mode[a33,pt rail],11706.4,11701.8,11652.1,11559.5,11460.9,11301.4,11098.5,10877.5,10667.9,10482.5,10320.8,10146.1,9976.09,9809.13,9596.43,9393.44,9151.89,8912.13,8654.31,8386.47,8122.02,7850.32,7567,7274.73,6977.78,6672.16,6355.45,6076.76,5802.45,5514.79,5210.38
total tours i mode[a34,pt rail],11673,11624.9,11529.5,11392,11243.5,11037.3,10801.5,10542.6,10297.8,10077,9889.64,9684.05,9485.76,9290.96,9051.6,8820.1,8557.63,8303.21,8024.65,7735.89,7446.03,7147.11,6835.91,6517.27,6191.22,5852.77,5501.5,5182.34,4867.92,4534.84,4392.94
total tours i mode[a35,pt rail],10699.5,10698.2,10657.1,10568.2,10458.1,10299.7,10107.4,9908.88,9711.47,9524.42,9358.08,9179.35,9002.95,8827.77,8608.67,8404.45,8183.76,7977.21,7742.11,7482.8,7225.82,6960.54,6683.54,6400.02,6110.66,5817.85,5516.38,5250.01,4986.1,4706.75,4411.88
total tours i mode[a36,pt rail],6557.61,6549.56,6505.01,6441.91,6372.18,6273.03,6153.14,6016.66,5889.87,5777.89,5687.02,5590.91,5504.32,5396.56,5258.82,5119.58,4966.52,4824.15,4675.23,4519.43,4365.59,4206.84,4042.09,3873.02,3700.2,3521.46,3336.57,3166.95,2997.19,2818.14,2630.17
total tours i mode[a37,pt rail],17879.4,17915.9,17856.9,17743.3,17610.6,17377.1,17084.1,16775.4,16484.5,16214.4,15986,15747.7,15511.2,15275,14979.7,14703.2,14390.4,14112.5,13822.4,13591.7,13258.5,12942.3,12524.7,12131.5,11714.3,11279.4,10825.2,10349.5,9852.87,9337.13,8801.11
total tours i mode[a38,pt rail],8869.16,8846.65,8818.93,8756.28,8679.4,8563.03,8420.79,8268.09,8113.4,7968.83,7845.72,7716.66,7576.21,7452.92,7267.14,7097.72,6910.39,6736.17,6553.31,6361.5,6170.51,5973.39,5769.29,5560.54,5347.17,5126.22,4897.74,4706.46,4521.81,4325.63,4118.04
total tours i mode[a39,pt rail],9619.16,9593.26,9539.31,9447.7,9339.85,9192.35,9012.52,8819.35,8635.03,8468.18,8324.53,8174.41,8025.7,7879.21,7690.43,7520.71,7329.91,7162.32,6969.3,6753.74,6532.04,6306.53,6069.43,5826.13,5576.88,5318.2,5049.74,4815.53,4587.83,4346.67,4091.87
total tours i mode[a40,pt rail],9958.59,9966.68,9924.54,9864.53,9784.55,9663.7,9512.24,9349.83,9190.31,9051.66,8935.36,8813.29,8692.83,8573.42,8421.28,8282.79,8128.71,7997.13,7865.92,7731.6,7576,7394.58,7199.3,6997.95,6789.32,6572.51,6348.53,6116.15,5875.6,5629.38,5374.45
total tours i mode[a41,pt rail],15197.8,15237.4,15263.3,15204.5,15101.2,14934.2,14707.4,14476,14240.3,14004.2,13806.6,13605.6,13407.3,13208.6,12960.7,12735.8,12478.9,12258.7,12030.8,11798.3,11573.3,11314.5,10992.5,10640.2,10290.8,9917.37,9529.33,9124.19,8702.43,8263.76,7807.9
total tours i mode[a42,pt rail],7613.48,7648.44,7709.89,7710.15,7697.24,7639.52,7546.82,7460.46,7344.71,7204.04,7085.12,6958.43,6832.28,6709.69,6549.56,6397.91,6216.52,6045.73,5867.79,5680.09,5492.91,5300.86,5103.43,4901.31,4694.88,4481.38,4260.34,4057.48,3855.31,3644.47,3425.37
total tours i mode[a43,pt rail],14779,14784.2,14774.8,14701.3,14591.3,14413.7,14183.2,13939,13704.1,13488.9,13304.2,13107.8,12914.9,12726.4,12490,12272.9,12029.4,11811.8,11604.8,11347.3,11090.3,10782.1,10474.8,10155.2,9829.23,9490.33,9137.55,8769.26,8387.28,7991.58,7582.08
total tours i mode[a44,pt rail],4166.67,4180.54,4182.92,4172.27,4153.06,4121.8,4077.26,4027.67,3981.78,3947.09,3924.13,3899.23,3875.22,3851.99,3811.06,3763.44,3701.15,3645.89,3587.84,3526.63,3465.82,3401.97,3335.08,3266.66,3196.97,3124.61,3049.44,2971.06,2889.65,2805.07,2717.28
total tours i mode[a45,pt rail],7441.71,7443.27,7402.92,7310.27,7222.9,7101.93,6963.84,6835.56,6731.8,6642.07,6557.91,6476.62,6401.54,6329.49,6205.58,6107.69,5971.69,5860.35,5745.35,5620.92,5502.43,5383.14,5259.25,5131.26,4999.83,4862.62,4719.03,4568.64,4411.49,4248,4079.16
total tours i mode[a46,pt rail],4058.18,4078.5,4042.17,3994.56,3952.67,3893.33,3822.91,3754.45,3698.7,3652.04,3617.28,3588.24,3558.08,3526.67,3488.13,3454.66,3414.69,3391.23,3357.1,3321.4,3268.67,3210.02,3155.9,3096.58,3035.96,2972.87,2907.06,2838.07,2766.14,2691.1,2613.67
total tours i mode[a47,pt rail],996.058,992.571,982.675,966.892,949.154,937.574,925.381,913.8,905.298,904.24,905.841,908.766,913.223,917.435,919.855,924.832,931.597,930.754,928.231,916.973,908.055,899.239,889.294,879.132,868.95,858.363,847.304,835.68,823.565,810.918,797.718
total tours i mode[a48,pt rail],8173.61,8196,8191.17,8151.97,8092.77,7992.06,7874.06,7744.85,7642.25,7565.32,7491.8,7407.99,7317.21,7221.61,7105.31,7001.41,6883.27,6780.84,6673.18,6558.79,6447.41,6331.64,6209.23,6083,5954.78,5822.18,5684.17,5539.63,5389.9,5234.35,5072.61
total tours i mode[a49,pt rail],11424.4,11477.2,11414.3,11341.8,11263.1,11122.1,10941.5,10749.2,10599.4,10486.4,10402.1,10317.5,10241.3,10160.9,10062.5,9975.6,9874.62,9804.27,9740.55,9659.56,9574.81,9434.64,9274.21,9120.2,8955.97,8784.61,8606.35,8420.29,8226.27,8023.96,7813.18
total tours i mode[a50,pt rail],8416.7,8450.3,8396.58,8317.79,8239.72,8114.56,7977.5,7833.91,7728.67,7653,7597.52,7549.25,7487.42,7419.93,7318.53,7229.4,7126.94,7043.48,6955.53,6861.72,6772.26,6680.62,6584.87,6486.42,6386.17,6281.72,6172.65,6058.11,5938.5,5813.53,5683.08
total tours i mode[a51,pt rail],4065.46,4082.37,4057.65,4029.02,3999.63,3962.89,3912.56,3852.65,3811.78,3792.33,3789.71,3789.88,3793.05,3796.78,3795.33,3799.29,3802.74,3823.12,3852.34,3864.72,3846.65,3794.36,3746.92,3697.76,3645.35,3590.71,3533.58,3473.58,3410.91,3345.4,3277.79
total tours i mode[a52,pt rail],13527.2,13541.6,13451.1,13322.1,13167.8,12957.9,12729.2,12487.7,12300.1,12161.3,12050.6,11937,11825.5,11713.8,11578.5,11456.8,11322.5,11229.9,11098.9,10955.1,10791.2,10629.7,10460.4,10287.4,10111.8,9929.64,9740.4,9544.64,9341.49,9130.62,8911.87
total tours i mode[a53,pt rail],8534.63,8539.71,8504.5,8423.08,8324.53,8202.18,8072.95,7945.95,7846.56,7769.82,7707.84,7646.38,7589.34,7529.47,7458.42,7398.46,7328.41,7286.82,7249.67,7226.95,7174.78,7082.98,6958.35,6856.13,6741.05,6623.38,6500.77,6372.57,6239,6099.69,5954.48
total tours i mode[a54,pt rail],4899.36,4890.64,4854.86,4787.22,4706.58,4625.31,4549.11,4474.43,4423.16,4390.46,4368.41,4351.88,4320.21,4286.92,4224.61,4172.69,4116.92,4074.07,4029.31,3981.05,3935.66,3889.21,3840.62,3790.64,3739.87,3686.99,3631.73,3573.65,3512.99,3449.57,3383.28
total tours i mode[a55,pt rail],0.016574,0.0169707,0.0168666,0.0170268,0.017429,0.0174688,0.0174639,0.0175032,0.0176307,0.0178341,0.0180971,0.0183843,0.0186452,0.0188901,0.0194274,0.0197142,0.0199938,0.0201479,0.0202949,0.0206401,0.0208714,0.0211225,0.0213644,0.0216123,0.0218659,0.0221245,0.0223892,0.0226587,0.0229396,0.023225,0.0235172
total tours i mode[a56,pt rail],1.23935,1.24889,1.24955,1.2458,1.24697,1.2503,1.25777,1.26749,1.27142,1.27832,1.28928,1.29912,1.30827,1.31875,1.34647,1.36259,1.3762,1.38646,1.39714,1.40745,1.41688,1.42507,1.41592,1.42788,1.43378,1.44156,1.44892,1.45617,1.46323,1.46888,1.47257
total tours i mode[a57,pt rail],2456.76,2465.65,2464.14,2456.25,2443.91,2424.57,2397.19,2368.1,2344.02,2327.55,2316.24,2304.13,2293.08,2278.56,2252.24,2224.86,2195.44,2169.42,2142.11,2113.21,2085.25,2057.01,2027.72,1996.62,1964.29,1930.67,1895.67,1859.09,1820.99,1781.29,1739.95
total tours i mode[a58,pt rail],11.2412,11.2484,11.2931,11.2529,11.2059,11.1625,11.1359,11.0985,11.1008,11.1453,11.2297,11.2979,11.3491,11.4124,11.6323,11.7469,11.7836,11.7983,11.7576,11.8475,11.9345,12.0071,12.036,12.058,12.0712,12.0764,12.0736,12.0628,12.0434,12.0146,11.9754
total tours i mode[a59,pt rail],396.775,396.999,400.309,401.597,402.064,402.599,403.545,404.362,405.86,408.026,411.753,414.111,416.306,418.391,426.512,429.851,431.488,433.319,434.49,434.739,434.625,439.875,441.249,442.223,442.996,443.463,443.61,443.421,442.88,441.969,440.673
total tours i mode[a60,pt rail],6565.68,6581.99,6573.35,6533.87,6486.76,6406.71,6303.3,6199.7,6110.69,6031.7,5970.81,5909.97,5851.11,5789.01,5709.89,5640.42,5556.47,5493.7,5438.61,5356.42,5247.82,5112.25,4988.17,4851.74,4713.7,4569.33,4417.71,4259.93,4094.53,3920.92,3739.35
total tours i mode[a61,pt rail],6085.15,6116.9,6117.03,6100.66,6079.83,6027.81,5954.01,5880.61,5822.93,5769.88,5717.64,5657.69,5599.78,5541.03,5469.38,5403.47,5328.98,5263.41,5195.25,5123.43,5053.48,4979.47,4902.21,4824.09,4745.42,4663.85,4579.12,4490.81,4399.17,4304.89,4207.2
total tours i mode[a62,pt rail],19232.8,19297.6,19257.2,19119.8,18937.7,18695.7,18394.1,18107.7,17877.5,17685.7,17521.7,17354,17192.2,17021.3,16820.1,16639.7,16424.6,16260.1,16108.6,15899,15668.6,15380.4,15104.9,14816.6,14521.3,14216.2,13897.1,13561.8,13211.2,12844.5,12461.2
total tours i mode[a63,pt rail],3158.96,3165.68,3152.93,3127.92,3094.5,3057.23,3015.88,2972.5,2941.23,2922.7,2914.65,2907.83,2902.09,2896.46,2885.88,2878.81,2869.71,2873.12,2871.24,2851.11,2813.38,2776.22,2738.19,2697.47,2655.87,2612.59,2567.46,2520.25,2471.15,2419.98,2366.7
total tours i mode[a64,pt rail],21613.7,21753.7,21742,21684.6,21610.4,21408.4,21121.7,20848.7,20608.8,20396.3,20228.6,20060.3,19900.5,19734.6,19531.3,19348.8,19120.2,18964.1,18805.8,18653.4,18539,18453.2,18424.8,18256.2,17930.6,17564.2,17228.3,16839.8,16432.6,16005.9,15559.8
total tours i mode[a65,pt rail],7327.85,7355.15,7345.12,7303.43,7246.69,7174.05,7081.51,6999.42,6921.02,6854.07,6798.1,6740.65,6687.52,6631.16,6566.86,6511.85,6447.21,6409.42,6373.7,6340.66,6325.88,6338.06,6347.78,6279.72,6134.4,6017.53,5898.3,5759.8,5615.06,5465.28,5310.85
total tours i mode[a66,pt rail],18993.2,19066.5,19041.2,19102.6,19161.7,19073.5,18900.6,18695.6,18510.2,18395.1,18319.9,18205.6,18080.7,17987,17864.1,17749.1,17638.6,17522,17410.4,17307.1,17201.7,17085.8,16993.3,16940.1,16759.3,16495.3,16218.6,15933.8,15638.3,15331.6,15013.6
total tours i mode[a67,pt rail],6275.63,6250.36,6186.26,6055.66,5920.82,5772.77,5605,5428.72,5261.36,5084.29,4925.8,4834.68,4744.96,4665.05,4558.44,4454.9,4344.71,4222.94,4122.71,4009.49,3883.57,3739.76,3592.59,3441.03,3284.13,3121.75,2954.04,2781.11,2602.9,2419.79,2233.59
total tours i mode[a68,pt rail],10193,10188.4,10082,9909.8,9723.72,9481.56,9210.45,8927.91,8664.66,8399.05,8158.62,7925.78,7701.67,7461.96,7182.71,6938.43,6643.05,6392.63,6218.01,6054.63,5936.39,5798.19,5633.32,5452.5,5263.71,5067.21,4863.03,4651.34,4431.87,4204.7,3968.9
total tours i mode[a69,pt rail],10183.6,10219.7,10259.6,10047.5,9993.76,10044.8,10050.7,10063.5,10050.3,10030.2,10039.3,10033.6,10023.5,10032.5,10028.4,10028.7,10043.7,10039.6,10039.2,10034.1,9978.24,9993.91,9944.4,9867.83,9774.7,9682.42,9586.21,9486.9,9383.03,9274.18,9158.74
total tours i mode[a70,pt rail],10963.9,10963.5,10904.2,10790,10670.1,10507.5,10306.6,10106.9,9893.53,9668.59,9471.19,9277.22,9088.23,8891.86,8650.28,8429.34,8178.59,7961.93,7746.38,7550.33,7312.6,7061.02,6783,6505.87,6222.28,5930.24,5628.03,5365.58,5109.48,4841.6,4559.83
total tours i mode[a71,pt rail],1538.06,1540.32,1525.1,1510.02,1494.35,1475.82,1453.07,1429.24,1407.24,1388.32,1374.46,1363.56,1353.57,1341.53,1325.57,1313.15,1285.4,1270.67,1243.48,1217.19,1191.75,1165.66,1138.25,1110.39,1082.55,1053.8,1023.84,992.557,960.22,926.787,892.321
total tours i mode[a72,pt rail],1038.04,1039.8,1034.54,1024.6,1013.05,999.622,983.125,964.909,950.26,937.303,929.329,922.656,916.401,909.247,900.589,893.851,884.939,879.345,875.468,870.302,868.273,865.986,846.352,820.257,805.949,789.458,781.891,773.948,765.663,756.941,747.74
total tours i mode[a73,pt rail],2428.63,2451.87,2449.07,2434.2,2423.44,2395.41,2362.4,2336.05,2322.82,2321.12,2332.06,2343.33,2354.24,2366.75,2374.3,2376.66,2372.47,2371.63,2350.51,2322.14,2293.39,2263.21,2232.13,2200.05,2166.87,2132.56,2097.14,2060.55,2022.74,1983.71,1943.46
total tours i mode[a74,pt rail],4625.27,4658.95,4649.31,4627.21,4605.13,4549.66,4478.35,4401.38,4342.39,4297.92,4266.36,4238.23,4210.32,4179.93,4143.16,4111.29,4070.31,4041.9,4014.18,3982.27,3942,3878.57,3812.93,3748.99,3680.86,3611.33,3538.94,3463.18,3384.44,3302.72,3217.94
total tours i mode[a75,pt rail],4657.31,4697.53,4716.49,4727.36,4735.03,4710.69,4664.44,4616.69,4576.32,4544.3,4524,4504.06,4483.57,4460,4416.24,4373.94,4326.08,4283.92,4240.04,4194.03,4149.13,4101.3,4050.61,3999.07,3947.19,3893.37,3837.39,3778.95,3718.25,3655.36,3590.52
total tours i mode[a76,pt rail],3907.87,3933.63,3932.98,3920.05,3901.26,3865.01,3813.75,3757.59,3713.57,3679.58,3655.35,3630.44,3606.07,3580.55,3546.39,3511.55,3464.91,3425.5,3385.05,3341.44,3299.01,3255.05,3209.39,3162.87,3115.93,3067.25,3016.56,2963.64,2908.7,2851.7,2792.58
total tours i mode[a77,pt rail],8122.35,8199.45,8236.26,8262.67,8296.95,8252.49,8167.16,8077.61,8002.79,7944.51,7903.21,7863.2,7821.47,7780.53,7724.79,7671.3,7608.33,7536.68,7498.05,7422.71,7339.39,7256.06,7166.7,7074.88,6981.32,6884.26,6783.27,6678.09,6569.27,6456.48,6339.39
total tours i mode[a78,pt rail],756.681,759.278,758.642,754.663,749.925,747.243,742.934,737.219,733.427,733.725,736.803,739.823,742.893,742.246,734.935,725.209,714.51,705.628,696.134,685.982,676.221,666.16,655.66,644.87,633.93,622.552,610.793,598.557,585.824,572.632,559.002
total tours i mode[a79,pt rail],16689.6,16810.6,16850.8,16811.9,16782.8,16634.1,16411.2,16195.9,16010,15835.7,15682.3,15530.3,15385,15230.2,15046,14880,14672.8,14511.3,14346.8,14177.3,14053.8,13881.3,13634.6,13293,13012.9,12699.5,12368.2,12024.6,11667.4,11293.8,10904.5
total tours i mode[a80,pt rail],12489,12535.5,12548.1,12523.1,12477.3,12368,12208.5,12042,11902,11780.5,11687.7,11589.5,11493.9,11399.4,11282,11176.1,11057.9,10964.7,10872.3,10779.9,10700.5,10631.7,10574.2,10461.9,10293.9,10117.9,9935.26,9739.26,9534.48,9322.02,9100.3
total tours i mode[a81,pt rail],4950.37,4964.2,4938.62,4901.56,4863.94,4815.81,4747.6,4671.01,4617.93,4586.09,4564.16,4542.67,4523.91,4505.03,4481.42,4463.86,4443.35,4439.52,4439.19,4442.72,4461.22,4484.94,4443.55,4358.37,4299.78,4230.17,4154.13,4074.69,3992.03,3905.54,3853.44
total tours i mode[a82,pt rail],3789.88,3788.67,3731.41,3678.18,3620.84,3560.5,3500.43,3439.17,3393.4,3359.83,3332.46,3306.41,3283.62,3258.74,3226.11,3204.96,3179.45,3171.81,3167.62,3166.82,3181.17,3228.99,3260.54,3231.16,3142.46,3083,3022.71,2947.48,2868.73,2786.94,2701.64
total tours i mode[a83,pt rail],70.4759,70.5254,69.8837,69.3372,68.5292,67.6997,66.7528,65.772,65.2276,64.9293,65.0927,64.6801,64.5779,64.1391,63.7901,63.4813,63.0753,62.9386,62.7844,62.5977,62.5395,62.5258,62.4935,62.4927,62.5433,62.5991,62.6648,62.7263,62.792,62.8612,62.937
total tours i mode[a84,pt rail],1475.24,1485.5,1479.99,1481.99,1488.73,1502.75,1508.79,1511.65,1518.64,1527.8,1516.82,1502.51,1490.52,1479.39,1465.09,1452.23,1438.45,1424.69,1409.79,1394.33,1378.63,1362.68,1346.21,1329.2,1311.68,1295.76,1279.73,1263.11,1245.91,1228.1,1209.7
total tours i mode[a85,pt rail],3645.64,3560.08,3482.45,3347.67,3212.49,3108.92,3008.98,2897.78,2776.38,2644.81,2525.17,2396.17,2271.51,2148.07,1982.93,1835.76,1755.47,1721.41,1705.17,1691.25,1685.11,1680.35,1674.84,1670.54,1668.41,1666.26,1663.83,1660.75,1657.54,1654.26,1650.99
total tours i mode[a86,pt rail],329.757,325.691,320.088,314.125,307.311,300.123,293.752,286.543,278.595,270.811,264.478,255.735,249.327,245.415,239.949,237.931,237.024,239.489,242.085,244.495,244.602,244.645,244.949,245.431,246.07,246.742,247.421,248.086,248.767,249.465,250.191
total tours i mode[a87,pt rail],570.713,571.116,569.74,567.252,563.964,560.848,556.365,551.021,546.463,543.731,538.28,531.375,525.087,518.902,510.693,503.587,495.961,488.99,481.661,474.027,466.665,459.041,451.128,443.13,435.071,426.745,418.193,409.446,400.42,391.072,381.402
total tours i mode[a88,pt rail],794.511,795.023,795.524,793.807,790.488,785.209,777.114,767.224,758.037,751.865,748.586,743.287,737.457,727.61,712.646,699.841,686.146,673.439,660.209,646.301,632.417,618.022,603.333,588.376,573.06,557.347,541.199,524.521,507.344,490.83,478.679
total tours i mode[a89,pt rail],2269.6,2278.94,2278.58,2275.01,2271,2259.09,2240.07,2218.59,2206.7,2191.9,2173.19,2148.55,2126.42,2104.25,2075.93,2050.94,2023.03,1997.82,1972.35,1945.35,1918.86,1891.99,1863.29,1834.06,1804.04,1772.94,1740.72,1707.15,1672.3,1636.18,1598.74
total tours i mode[a90,pt rail],1387.99,1399.77,1405.15,1408.26,1411.29,1408.58,1400.18,1390.31,1381.91,1378.7,1379.17,1376.78,1372.2,1361.9,1347.77,1335.37,1321.49,1309.32,1296.74,1283.42,1270.53,1257.38,1243.06,1228.4,1213.63,1198.37,1182.54,1166.08,1149.09,1131.58,1113.53
total tours i mode[a91,pt rail],3258.05,3265.75,3244.02,3211.24,3177.54,3127.56,3073.63,3016.55,2976.16,2948.23,2931.18,2914.29,2902.89,2889.01,2870.15,2862.56,2829.37,2804.47,2769.67,2734.04,2700.62,2665.99,2629.23,2591.27,2552.52,2512.23,2470.18,2426.54,2381.6,2334.84,2286.17
total tours i mode[a92,pt rail],1803.09,1819.54,1821.42,1807.33,1777.92,1757.92,1731.56,1705.28,1689.68,1679.64,1676.55,1678.13,1681.92,1682.91,1686.09,1701.6,1696.91,1696.65,1691.95,1687.12,1687.17,1688.14,1688.8,1689.96,1692.07,1694.22,1696.42,1698.35,1700.28,1702.14,1704.06
total tours i mode[a93,pt rail],10086.5,10030.7,9926.15,9788.26,9631.75,9430.48,9203.57,8945.33,8692.71,8460.56,8262.93,8051.74,7844.76,7637.95,7390.25,7143.15,6869.4,6597.14,6318.27,6105.92,5891.68,5668.44,5433.01,5191.57,4940.71,4676.19,4396.73,4135.87,4072.12,4013.95,4008.88
total tours i mode[a94,pt rail],1446.79,1422.48,1395.15,1361.13,1322.79,1296.39,1272.2,1242.54,1213.41,1187.11,1166.43,1144.05,1117.23,1087.38,1052.35,1015.51,1000.49,995.348,993.581,992.825,993.615,995.082,996.412,998.147,1000.32,1002.62,1005.03,1007.42,1010.06,1012.88,1015.85
total tours i mode[a95,pt rail],2752.84,2693.05,2654.25,2589.77,2513.51,2457.72,2405.49,2344.33,2268.92,2183.89,2108.57,2027.15,1947.56,1872.44,1867.28,1846.81,1836.54,1830.74,1826.37,1820.92,1820.5,1821.17,1820.73,1821.09,1822.79,1824.5,1826.17,1827.46,1828.7,1829.95,1831.28
total tours i mode[a96,pt rail],1892,1858.61,1819.28,1774.25,1720.18,1663.31,1603.27,1532.38,1496.59,1487.31,1484.63,1487.04,1492.33,1497.11,1497.06,1496.94,1488.54,1486.71,1484.68,1481.75,1482.1,1483.05,1483.36,1484.28,1486.1,1488.02,1490.14,1492.06,1494.01,1495.92,1497.89
total tours i mode[a97,pt rail],2914.29,2923.94,2919.93,2910.72,2897.55,2861.59,2814.43,2764.38,2713.6,2668.13,2630.29,2589.79,2549.88,2512.06,2461.15,2414.09,2361.69,2314.15,2267.35,2219.01,2161.14,2091.07,2015.19,1938.49,1861.88,1809.9,1755.05,1696.54,1635,1570.76,1503.82
total tours i mode[a98,pt rail],151.002,150.118,149.1,147.418,145.576,143.96,142.595,140.845,139.19,137.58,136.345,134.703,133.128,131.364,130.392,129.066,125.601,123.324,120.396,117.132,113.775,110.118,106.087,101.837,97.419,92.7077,87.6596,82.6604,77.2929,71.4647,65.547
total tours i mode[a99,pt rail],26.2853,25.3182,24.3486,23.337,22.3308,21.0636,19.8467,18.5133,18.3259,18.3434,18.4527,18.623,18.7884,18.9297,19.4206,19.6064,19.7167,19.9058,20.0799,20.2441,20.4384,20.643,20.8487,21.0609,21.2841,21.5036,21.7194,21.9287,22.1342,22.3355,22.5371
total tours i mode[a100,pt rail],6.63475,6.67656,6.7022,6.67009,6.62085,6.58962,6.55666,6.53621,6.53324,6.5134,6.51664,6.52184,6.5281,6.52661,6.62621,6.64069,6.60862,6.62345,6.61547,6.59808,6.58613,6.57155,6.55065,6.52419,6.49505,6.45759,6.41096,6.35428,6.28766,6.20966,6.11997
total tours i mode[a101,pt rail],706.401,687.905,674.852,653.134,645.113,636.219,627.606,618.687,613.579,609.958,609.708,608.214,608.339,603.891,598.021,594.867,590.258,589.115,587.468,585.23,584.272,583.542,582.579,581.981,582.002,582.021,582.055,581.968,581.877,581.737,581.62
total tours i mode[a102,pt rail],1008.92,988.272,971.642,946.948,920.03,891.092,860.85,825.472,788.74,779.617,777.902,782.361,781.748,780.05,774.632,772.83,768.408,767.588,766.488,764.59,764.188,764.167,764.239,764.442,764.893,765.377,765.823,766.162,766.508,766.872,767.261
total tours i mode[a103,pt rail],114.136,114.632,114.592,114.25,113.594,113.033,112.568,112.025,111.49,110.986,110.62,110.133,109.638,109.137,109.779,108.556,107.645,106.604,105.497,104.009,102.437,100.68,98.6508,96.5254,94.2966,91.8438,89.1582,86.2012,82.9865,79.5894,76.0638
total tours i mode[a104,pt rail],181.38,178.175,175.911,171.426,166.302,162.707,160.721,159.061,158.453,158.45,159.451,159.411,159.941,158.775,157.324,156.568,155.408,155.14,154.629,153.867,153.582,153.453,153.236,153.13,153.197,153.266,153.335,153.375,153.417,153.453,153.495
total tours i mode[a105,pt rail],311.334,291.465,275.739,253.473,229.994,207.931,185.833,160.155,134.197,134.579,134.922,135.775,136.096,135.467,135.667,135.534,135.338,135.233,135.086,134.942,134.767,134.6,134.447,134.311,134.17,134.013,133.855,133.693,133.551,133.431,133.315
total tours i mode[a106,pt rail],992.951,998.179,999.813,996.61,992.925,991.147,988.006,983.167,979.761,982.108,987.486,989.821,986.738,979.812,965.7,953.823,943.799,931.827,919.784,906.575,893.902,880.82,867.225,853.794,839.59,824.76,809.285,793.007,775.988,758.324,739.981
total tours i mode[a107,pt rail],380.424,364.084,350.505,332.706,313.705,295.345,275.737,268.649,265.694,264.311,264.176,264.796,265.611,266.002,266.347,267.168,266.736,267.069,269.382,274.703,274.805,274.144,273.143,272.688,272.605,272.537,272.448,272.322,272.22,272.152,272.119
